idmesa,codimesa,mesatancada,comarca,vnuls,vblancs,verc,vjxc,vcup,vpsc,vcs,vppc,vcom,vpacma,vdialeg,vpumjust,vrecortes,vfamilia,vdn,vpfiv,vconver,vunidos,vcilus,cens,acta,hihavots,hihaacta,origen,datetime,user,mesavalidada,mesacorrecte
3463,0801903001U,0,SANTS MONTJUIC,,,,,,,,,,,,,,,,,,,,1128,,0,0,ANC,2017-12-31 10:01:15,,0,0
3464,0801903002A,0,SANTS MONTJUIC,,,,,,,,,,,,,,,,,,,,622,,0,0,ANC,2017-12-31 10:01:15,,0,0
3465,0801903002B,0,SANTS MONTJUIC,,,,,,,,,,,,,,,,,,,,614,,0,0,ANC,2017-12-31 10:01:15,,0,0
3466,0801903003U,0,SANTS MONTJUIC,,,,,,,,,,,,,,,,,,,,956,,0,0,ANC,2017-12-31 10:01:15,,0,0
3467,0801903004U,1,SANTS MONTJUIC,0,4,201,124,42,112,176,42,111,10,0,,4,,,,,,,1026,3467-1516985028-433a1c68f8efab3f61b0e37f8a321d19-041f18aaccb68f51d0bb99982d1d42c3.jpg,1,1,CDR,2018-01-26 17:43:48,santsmon01,1,1
3468,0801903005U,0,SANTS MONTJUIC,,,,,,,,,,,,,,,,,,,,786,,0,0,ANC,2017-12-31 10:01:15,,0,0
3469,0801903006U,1,SANTS MONTJUIC,3,3,171,98,55,71,104,24,75,4,0,0,1,0,0,0,0,0,0,815,3469-1516697708-e4ebdb077a07d98782c4426ad9fb2e93-46b285af305822d844192cb8d413ddcd.jpg,1,1,CDR,2018-01-23 12:39:20,santsmon01,1,1
3470,0801903007U,1,SANTS MONTJUIC,3,2,174,126,51,100,177,59,82,7,0,0,4,0,0,0,0,0,0,1078,3470-1516697708-332935822689de3733d986fa5bd9f45c-ce23bc82c9809197cb516f293c12ce54.jpg,1,1,CDR,2018-01-23 12:42:05,santsmon01,1,1
3471,0801903008U,1,SANTS MONTJUIC,2,0,134,94,43,58,101,31,75,6,0,0,2,0,0,0,0,0,0,746,3471-1516697708-0bedf50aee1b9edc8f924c5f2287e8dc-ba4c48c08b19b3f6fb4caaa776d4c4cd.jpg,1,1,CDR,2018-01-23 12:44:08,santsmon01,1,1
3472,0801903009U,1,SANTS MONTJUIC,1,3,146,114,47,89,113,27,45,7,0,0,1,0,0,0,0,0,0,773,3472-1516697708-5d6c2071aabe7b4c445c83264e8d947b-0409f59f903bc6b06268de65682549df.jpg,1,1,CDR,2018-01-23 12:45:49,santsmon01,1,1
3473,0801903010U,0,SANTS MONTJUIC,,,,,,,,,,,,,,,,,,,,1039,,0,0,ANC,2017-12-31 10:01:15,,0,0
3474,0801903011U,0,SANTS MONTJUIC,,,,,,,,,,,,,,,,,,,,941,,0,0,ANC,2017-12-31 10:01:15,,0,0
3475,0801903012A,0,SANTS MONTJUIC,,,,,,,,,,,,,,,,,,,,621,,0,0,ANC,2017-12-31 10:01:15,,0,0
3476,0801903012B,0,SANTS MONTJUIC,,,,,,,,,,,,,,,,,,,,587,,0,0,ANC,2017-12-31 10:01:15,,0,0
3477,0801903013U,0,SANTS MONTJUIC,,,,,,,,,,,,,,,,,,,,999,,0,0,ANC,2017-12-31 10:01:15,,0,0
3478,0801903014U,0,SANTS MONTJUIC,,,,,,,,,,,,,,,,,,,,988,,0,0,ANC,2017-12-31 10:01:15,,0,0
3479,0801903017U,0,SANTS MONTJUIC,,,,,,,,,,,,,,,,,,,,871,,0,0,ANC,2017-12-31 10:01:15,,0,0
3480,0801903018U,1,SANTS MONTJUIC,1,10,209,122,41,115,156,45,68,5,,,2,,,,,,,1050,3480-8c56d3a4-0d2a-4a22-96d2-42f4f9a08cd9.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3481,0801903019U,1,SANTS MONTJUIC,1,1,129,84,52,83,141,26,84,9,,,1,,,,,,,837,3481-dc9f0354-ad2d-4c10-8d99-f37cdef15225.jpg,1,1,ANC,2017-12-31 10:01:15,,1,0
3482,0801903020U,1,SANTS MONTJUIC,1,2,159,76,23,121,162,51,75,7,,,,,,,,,,859,3482-2e50e3cb-cdfc-47d1-b923-f629fdf549e4.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3483,0801903021U,1,SANTS MONTJUIC,1,1,146,112,24,126,132,38,60,6,,,2,,,,,,,828,3483-1672e38d-f914-4f2b-adb9-d66f05fe86b8.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3484,0801903022U,1,SANTS MONTJUIC,,2,133,109,39,77,183,41,88,1,,,2,,,,,,,933,3484-244d4e63-b2f5-49aa-9aff-753de91f03b1.jpg,1,1,ANC,2017-12-31 10:01:15,,1,0
3485,0801903023U,0,SANTS MONTJUIC,,,,,,,,,,,,,,,,,,,,1122,,0,0,ANC,2017-12-31 10:01:15,,0,0
3486,0801903024A,0,SANTS MONTJUIC,,,,,,,,,,,,,,,,,,,,624,,0,0,ANC,2017-12-31 10:01:15,,0,0
3487,0801903024B,0,SANTS MONTJUIC,,,,,,,,,,,,,,,,,,,,553,,0,0,ANC,2017-12-31 10:01:15,,0,0
3488,0801903025U,1,SANTS MONTJUIC,1,4,84,41,7,97,223,16,76,11,,,1,,,,,,,859,3488-1515107079-51b028988dced9073432532b0b35e6b7-3085190f506ddcb5d66a996337c09024.jpg,1,1,CDR,2018-01-05 00:04:39,santsmon01,1,1
3489,0801903026U,1,SANTS MONTJUIC,2,1,89,54,14,181,180,68,66,4,,,3,,,,,,,785,3489-ff6bc6d2-50e5-4121-9cad-1238b31bcc2f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,0
3490,0801903027A,1,SANTS MONTJUIC,1,4,79,44,24,99,217,39,63,7,,,3,,,,,,,707,3490-2a39a326-6b30-49a8-979e-af2ed815a76b.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3491,0801903027B,1,SANTS MONTJUIC,3,4,87,45,14,110,169,25,60,2,,,2,,,,,,,643,3491-dc3c38e9-4321-41c0-a142-9ad2411082aa.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3492,0801903028A,1,SANTS MONTJUIC,2,4,165,106,40,134,179,31,78,5,,,1,,,,,,,858,3492-58df4415-85d5-48ca-812f-78283ba620f6.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3493,0801903028B,1,SANTS MONTJUIC,2,4,115,81,21,95,156,21,77,2,,,2,,,,,,,683,3493-85fda5bf-371d-45d7-84bf-195bc7afc815.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3494,0801903029U,1,SANTS MONTJUIC,5,1,156,67,27,183,176,38,118,10,,,2,,,,,,,998,3494-75bc5050-d3f8-4ef7-9eaf-d1ba5ae0c0bb.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3495,0801903030A,1,SANTS MONTJUIC,,2,96,59,27,75,143,29,48,4,,,3,,,,,,,604,3495-aba2b0be-6e2f-4af4-b544-9dfab8378aa5.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3496,0801903030B,1,SANTS MONTJUIC,2,5,88,33,15,109,143,22,56,3,,,4,,,,,,,580,3496-7928b640-8d6b-42cc-abc6-11defb13062c.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3497,0801903031A,1,SANTS MONTJUIC,2,10,133,62,33,174,243,28,91,7,,,4,,,,,,,993,3497-6d6740b2-ba97-4dbc-98e0-d8a4b7abd6b1.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3498,0801903031B,1,SANTS MONTJUIC,3,2,154,63,17,123,216,29,86,9,,,6,,,,,,,882,3498-a485e851-1fa2-4f62-825c-50b42d9caf5b.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3499,0801903032U,1,SANTS MONTJUIC,3,5,160,84,20,124,241,42,82,7,,,2,,,,,,,1115,3499-1515107120-bab077956c4ad5efd9a4a674a0caddf3-3d1e77488bd228001820c7215de11589.jpg,1,1,CDR,2018-01-05 00:05:20,santsmon01,1,1
3500,0801903033U,1,SANTS MONTJUIC,3,6,119,67,18,135,178,37,54,3,,,3,,,,,,,882,3500-26a76261-780f-413e-9b02-1cf94aa3cb16.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3501,0801903034U,1,SANTS MONTJUIC,2,2,185,99,23,165,275,46,109,12,,,3,,,,,,,1152,3501-4a4fee95-ef42-440a-895e-1798ea7b7083.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3502,0801903035A,1,SANTS MONTJUIC,2,7,123,96,23,149,263,55,73,13,,,1,,,,,,,947,3502-4e4b7bc2-7561-48ac-bfa2-474c946ebd60.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3503,0801903035B,1,SANTS MONTJUIC,1,5,122,66,21,129,203,42,62,6,,,6,,,,,,,798,3503-d80d388a-eb87-4ab2-aa4f-a07f1d1950dd.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3504,0801903036A,1,SANTS MONTJUIC,1,3,153,105,31,117,207,43,65,2,,0,5,,,,,,,885,3504-1a0c7f82-50c0-4618-8690-47d238c99cf4.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3505,0801903036B,1,SANTS MONTJUIC,,4,161,112,28,87,203,29,60,4,,0,5,,,,,,,826,3505-fd8ca22c-36aa-4589-9554-551c730abb14.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3506,0801903037U,1,SANTS MONTJUIC,4,0,156,71,29,116,230,31,86,7,,0,1,,,,,,,857,3506-388c40e3-209d-45d3-8a7f-190f052a4e79.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3507,0801903038U,1,SANTS MONTJUIC,2,1,125,39,11,59,164,33,75,5,,,1,,,,,,,755,3507-d2008882-5385-49a7-9a5b-c534e324bcfa.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3508,0801903039A,1,SANTS MONTJUIC,1,1,87,44,15,98,218,54,77,6,,,1,,,,,,,854,3508-88f2056b-e951-4264-ad5f-192fec645a93.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3509,0801903039B,1,SANTS MONTJUIC,1,,101,35,14,100,171,31,55,14,,,1,,,,,,,739,3509-958c4e1c-beca-4c29-85a5-61d17fa28082.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3510,0801903040A,1,SANTS MONTJUIC,,1,117,74,23,92,142,27,52,2,,,1,,,,,,,658,3510-45965801-39a8-44b5-aa32-3363a9df7572.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3511,0801903040B,0,SANTS MONTJUIC,2,2,111,73,25,73,114,23,43,1,,,,,,,,,,556,,1,0,ANC,2017-12-31 10:01:15,,1,1
3512,0801903041U,0,SANTS MONTJUIC,3,3,160,110,36,121,187,36,76,3,,,1,,,,,,,959,,1,0,ANC,2017-12-31 10:01:15,,1,1
3513,0801903042U,0,SANTS MONTJUIC,2,2,174,127,53,109,157,39,56,9,,,1,,,,,,,914,,1,0,ANC,2017-12-31 10:01:15,,1,1
3514,0801903043U,0,SANTS MONTJUIC,2,1,183,158,38,128,194,45,79,7,,,5,,,,,,,1153,,1,0,ANC,2017-12-31 10:01:15,,1,1
3515,0801903044A,0,SANTS MONTJUIC,2,3,103,79,26,64,125,29,43,3,,,2,,,,,,,621,,1,0,ANC,2017-12-31 10:01:15,,1,1
3516,0801903044B,0,SANTS MONTJUIC,1,1,100,86,28,49,125,27,50,2,,,,,,,,,,593,,1,0,ANC,2017-12-31 10:01:15,,1,1
3517,0801903045U,0,SANTS MONTJUIC,3,1,134,93,49,72,135,28,72,7,,,3,,,,,,,732,,1,0,ANC,2017-12-31 10:01:15,,1,1
3518,0801903046U,0,SANTS MONTJUIC,,,,,,,,,,,,,,,,,,,,1091,,0,0,ANC,2017-12-31 10:01:15,,0,0
3519,0801903047A,1,SANTS MONTJUIC,2,2,121,90,44,57,102,24,53,6,,,2,,,,,,,660,3519-90fe47b8-3814-468f-ab10-6b050140a347.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3520,0801903047B,1,SANTS MONTJUIC,2,3,137,74,48,52,73,27,40,2,,,1,,,,,,,572,3520-348682e2-6ab0-4c4d-b5d3-4cae09e8f55f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3521,0801903048U,1,SANTS MONTJUIC,3,3,220,172,44,117,170,43,61,9,,,1,,,,,,,979,3521-29997ce6-0573-4a64-8246-e316b956c691.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3522,0801903049A,1,SANTS MONTJUIC,2,,122,84,21,69,90,15,64,6,,,1,,,,,,,596,3522-2474bde6-43d6-48c3-8722-f0323d21ed9a.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3523,0801903049B,1,SANTS MONTJUIC,,,108,98,31,59,75,17,45,2,,,3,,,,,,,511,3523-1854071f-099c-47c7-bad8-2fcd5490bcc0.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3524,0801903050U,1,SANTS MONTJUIC,2,2,240,204,67,98,148,36,89,3,,,,,,,,,,1089,3524-5247ff0b-4994-4ac8-ad7a-d7b1876a2f43.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3525,0801903051U,1,SANTS MONTJUIC,2,4,197,136,72,88,156,25,94,9,,0,5,,,,,,,1096,3525-5152f6dd-73bd-4da7-b7fd-8b8ef0114840.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3526,0801903052U,1,SANTS MONTJUIC,2,,182,121,41,63,95,32,69,6,,,3,,,,,,,821,3526-6742b325-ea85-4cc9-ad67-08c00bf3b9fc.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3527,0801903053A,1,SANTS MONTJUIC,,1,118,111,38,71,107,18,61,3,,,3,,,,,,,701,3527-23976851-e32f-4247-92ad-b3cba15d0ad0.jpg,1,1,ANC,2017-12-31 10:01:15,,1,0
3528,0801903053B,1,SANTS MONTJUIC,1,3,118,96,35,46,84,19,53,2,,,,,,,,,,618,3528-49f18506-c8fe-41e9-a522-7fa942f6ce31.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3529,0801903054A,1,SANTS MONTJUIC,4,4,125,115,29,81,146,24,55,3,,,1,,,,,,,701,3529-9aa129c2-a71c-4e7e-82f0-9e29c2963067.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3530,0801903054B,1,SANTS MONTJUIC,2,1,123,84,37,54,97,18,50,3,,,,,,,,,,542,3530-1516697708-0891e53399300cead95acf1f3df498b3-775d8dfffa4c078aab9a29ac81be53ff.jpg,1,1,CDR,2018-01-23 09:55:08,admin,1,1
3531,0801903055U,1,SANTS MONTJUIC,5,5,237,150,44,131,191,53,79,9,,0,1,,,,,,,1136,3531-351e1377-0bdd-437f-b5ec-ca78f9cb7b7f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3532,0801903056U,1,SANTS MONTJUIC,0,0,129,113,18,71,115,32,40,4,,0,3,,,,,,,638,3532-b7b54fac-c3bd-4d02-a5d1-9bfce88f85b2.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3533,0801903057A,1,SANTS MONTJUIC,2,4,132,100,31,71,99,22,43,4,,0,1,,,,,,,642,3533-2523b7db-deab-4a1e-baeb-0e72e97c1f50.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3534,0801903057B,1,SANTS MONTJUIC,0,0,121,85,29,65,75,20,41,1,,0,0,,,,,,,525,3534-1ba10313-d56a-40b6-910b-0b14de8d44fe.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3535,0801903058U,1,SANTS MONTJUIC,4,5,218,175,47,116,150,19,96,4,,,2,,,,,,,1033,3535-64123ee2-5807-45f1-b4c9-8b767cdbf36b.jpg,1,1,CDR,2018-01-03 19:58:20,santsmon01,1,1
3536,0801903059U,1,SANTS MONTJUIC,4,1,171,117,27,116,154,40,67,5,,0,1,,,,,,,858,3536-f7e9457a-0626-4a82-9f7d-40e236dbd6a9.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3537,0801903060U,1,SANTS MONTJUIC,2,5,251,175,81,96,143,45,99,5,,0,0,,,,,,,1057,3537-dc2977f6-641a-41dd-81c7-deeb00588128.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3538,0801903061U,1,SANTS MONTJUIC,3,0,182,143,56,79,102,24,77,0,,0,3,,,,,,,832,3538-717cc506-8a19-431a-b94a-1a2f651c71ba.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3539,0801903062A,1,SANTS MONTJUIC,,1,160,126,62,52,61,13,47,2,,,4,,,,,,,632,3539-1516697708-392141fb7962b816fce4f2a170d1918a-c8c04239020ed5d6037c860eae263b95.jpg,1,1,CDR,2018-01-23 09:55:08,admin,1,1
3540,0801903062B,1,SANTS MONTJUIC,1,2,142,101,61,51,51,15,41,,,,1,,,,,,,561,3540-1516697708-b478e276f7a87857652d8e3826940d96-e45d4282a388a53fcc0ea131197601ae.jpg,1,1,CDR,2018-01-23 09:55:08,admin,1,1
3541,0801903063U,1,SANTS MONTJUIC,2,2,226,149,63,90,146,28,78,5,,0,2,,,,,,,968,3541-822574b0-85fa-41c5-8d65-420173d7b8f1.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3542,0801903064U,1,SANTS MONTJUIC,,1,180,118,45,127,164,47,64,6,,,6,,,,,,,944,3542-bb0d4cfa-91b7-4876-a383-d4effcf191a8.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3543,0801903065A,1,SANTS MONTJUIC,1,2,142,54,25,93,118,31,55,2,,,3,,,,,,,604,3543-36747c08-525e-420b-b6c7-814902230ddb.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3544,0801903065B,1,SANTS MONTJUIC,1,1,145,68,18,81,99,17,44,6,,,1,,,,,,,554,3544-abc63a81-9f38-401a-b73d-43b0271b8637.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3545,0801903066A,1,SANTS MONTJUIC,1,3,166,96,29,126,187,38,67,9,,,,,,,,,,857,3545-cac57e18-acf9-4ce4-be92-a293cc6c15bc.jpg,1,1,CDR,2018-01-23 09:55:08,admin,1,1
3546,0801903066B,1,SANTS MONTJUIC,,7,143,111,35,89,186,46,61,3,,,2,,,,,,,804,3546-1516697708-7bcaca34f6ac5053aaee2ba18486d875-84c6c74db3f31657379aa0e56b8981ac.jpg,1,1,CDR,2018-01-23 09:55:08,admin,1,1
3547,0801903067A,1,SANTS MONTJUIC,1,2,150,106,29,79,128,28,43,5,,,6,,,,,,,675,3547-1516697708-27554562efb2f5e45926bde8c7299e1f-cf31ec19deb156879d5f3b4c880885fc.jpg,1,1,CDR,2018-01-23 09:55:08,admin,1,1
3548,0801903067B,1,SANTS MONTJUIC,0,0,106,94,40,69,106,35,47,6,0,0,3,0,0,0,0,0,0,614,3548-1516697708-2ab0dede0d03d80c6642f0734a469f0f-3841e8779b07b229ea9a7f1ffaff6878.jpg,1,1,CDR,2018-01-23 12:47:09,santsmon01,1,1
3549,0801903068U,1,SANTS MONTJUIC,2,6,174,103,30,111,162,45,66,7,,,2,,,,,,,889,3549-e3ac8dd6-8926-4b1d-8baa-b81c8f03f118.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3550,0801903069U,1,SANTS MONTJUIC,4,3,180,108,35,139,175,41,61,10,,,2,,,,,,,882,3550-a724a5a5-89dc-4653-96cd-969e352ef40a.jpg,1,1,CDR,2018-01-03 20:00:42,santsmon01,1,1
3551,0801903070U,1,SANTS MONTJUIC,1,6,180,131,46,122,188,24,63,10,,,3,,,,,,,937,3551-4508d60b-26f0-440d-8b65-ac30dccca1f6.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3552,0801903071U,1,SANTS MONTJUIC,1,2,161,78,40,117,142,41,74,6,,,40,,,,,,,875,3552-a756c9a5-415b-4e76-95d4-a7b05d24df8d.jpg,1,1,CDR,2018-01-03 20:03:44,santsmon01,1,0
3553,0801903072U,1,SANTS MONTJUIC,3,1,187,109,52,103,194,39,75,5,,,2,,,,,,,976,3553-44de5620-6783-4ecd-9a31-9ed34617b8cb.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3554,0801903073U,1,SANTS MONTJUIC,6,5,233,182,61,131,205,43,91,6,,,5,,,,,,,1184,3554-a8f38491-dfdc-42ee-ae7a-c8ad10226e86.jpg,1,1,CDR,2018-01-03 20:05:35,santsmon01,1,1
3555,0801903074A,1,SANTS MONTJUIC,3,1,118,112,28,61,117,22,42,3,,,3,,,,,,,643,3555-3f300fb9-eb4e-4c6a-9ea4-7616bcc79533.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3556,0801903074B,1,SANTS MONTJUIC,3,2,124,94,37,62,102,40,41,5,,,1,,,,,,,632,3556-84db6553-91cd-43a7-8fa1-8830b556c191.jpg,1,1,CDR,2018-01-03 20:07:03,santsmon01,1,1
3557,0801903075A,1,SANTS MONTJUIC,,3,132,80,30,58,107,28,43,5,,,3,,,,,,,612,3557-3feda4f4-f59b-4b7f-bb6c-413b1a2aee69.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3558,0801903075B,1,SANTS MONTJUIC,1,1,119,67,22,85,84,25,51,1,,,,,,,,,,555,3558-c6d00b57-e990-4c51-aa76-3c528afd17dc.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3559,0801903076U,1,SANTS MONTJUIC,1,2,139,91,25,100,139,52,50,6,,,2,,,,,,,770,3559-0d56c1f9-4703-4b20-9086-b3e0291330b3.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3560,0801903077U,1,SANTS MONTJUIC,4,,178,118,40,102,190,30,80,2,,,,,,,,,,931,3560-26a1fa4c-1594-4a6b-a7ef-be403a6a15e3.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3561,0801903078U,1,SANTS MONTJUIC,0,1,273,155,63,122,188,39,99,9,,,4,,,,,,,1202,3561-5a3a91ad-21ac-4fea-a3e6-8481123ff24a.jpg,1,1,CDR,2018-01-03 20:08:32,santsmon01,1,1
3562,0801903079A,1,SANTS MONTJUIC,1,6,117,83,30,64,96,18,52,2,,,2,,,,,,,630,3562-7c1d03f5-36c1-48d4-9da8-ad931a7516b6.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3563,0801903079B,1,SANTS MONTJUIC,,,92,72,21,57,103,11,37,3,,,2,,,,,,,536,3563-dc9ee2c6-3b4b-49d7-bb5f-7a851df7d941.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3564,0801903080U,1,SANTS MONTJUIC,8,3,199,121,43,149,229,57,82,4,,,2,,,,,,,1123,3564-7f25f198-8f14-48bd-8669-d2e5d5bc96b9.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3565,0801903081A,1,SANTS MONTJUIC,2,1,119,95,19,73,142,25,44,8,,,3,,,,,,,690,3565-2e78b085-cbdc-4efb-af9a-781d97c9f1da.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3566,0801903081B,1,SANTS MONTJUIC,2,1,110,116,17,88,118,23,47,2,,,3,,,,,,,649,3566-8f124dfd-9093-45bf-b9d2-42f0e05e5ef8.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3567,0801903082A,1,SANTS MONTJUIC,5,6,144,116,20,90,140,33,50,15,0,0,1,0,0,0,0,0,0,740,3567-1516697708-500bd510ed52eab27d71ef8a5392b6db-b9656ecf0c249a39daad361c571baf09.jpg,1,1,CDR,2018-01-23 12:50:59,santsmon01,1,1
3568,0801903082B,1,SANTS MONTJUIC,2,1,121,129,18,65,131,28,39,8,0,0,0,0,0,0,0,0,0,636,3568-1516697708-f8ff9a9d19345cabb2cb69f6fae24961-00b2a35c873fbcbef077275d2dbb5624.jpg,1,1,CDR,2018-01-23 12:52:36,santsmon01,1,1
3569,0801903083U,1,SANTS MONTJUIC,3,3,227,161,47,120,199,44,62,6,0,0,3,0,0,0,0,0,0,1040,3569-1516697708-8fc669c995a88aa4483cf0961bae2204-0a97aa6a0034d16b9dc7f6e41c813248.jpg,1,1,CDR,2018-01-23 12:54:15,santsmon01,1,1
3570,0801903084U,1,SANTS MONTJUIC,2,2,210,194,43,128,202,54,77,5,0,0,1,0,0,0,0,0,0,1073,3570-1516697708-51f0d31495c8528c89f3a0b80cadd069-4dc2996e81d97277bf345148d4bee8df.jpg,1,1,CDR,2018-01-23 12:55:35,santsmon01,1,1
3571,0801903085U,1,SANTS MONTJUIC,3,2,147,110,38,125,186,41,69,6,,,3,,,,,,,912,3571-2dabee94-8587-4f66-a4da-587df39a114a.jpg,1,1,CDR,2018-01-03 20:10:40,santsmon01,1,1
3572,0801903086U,1,SANTS MONTJUIC,1,11,192,214,33,125,203,38,69,5,0,0,2,0,0,0,0,0,0,1022,3572-1516697708-96a8ce04674fdb7217b888133f5e00d4-a4230cfcdca3f60ce59991551c8ed9f2.jpg,1,1,CDR,2018-01-23 12:57:31,santsmon01,1,1
3573,0801903087U,1,SANTS MONTJUIC,2,0,231,214,39,132,192,49,65,4,,,2,,,,,,,1095,3573-7780f9d8-5ea2-454f-b173-9885a13a0525.jpg,1,1,CDR,2018-01-03 20:12:10,santsmon01,1,1
3574,0801903088U,1,SANTS MONTJUIC,2,4,222,207,67,116,149,47,78,3,,,1,,,,,,,1053,3574-bab73d56-9c11-497c-b598-d3468ffd132e.jpg,1,1,CDR,2018-01-03 20:13:24,santsmon01,1,1
3575,0801903089U,1,SANTS MONTJUIC,1,1,183,199,61,106,162,35,85,6,,0,2,,,,,,,974,3575-af90e555-37c9-45e4-acf2-21c4268c9f6a.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3576,0801903090U,1,SANTS MONTJUIC,1,,164,158,61,84,133,38,62,7,,,1,,,,,,,812,3576-afd6df5b-a71b-4494-b0dd-9825642b42ec.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3577,0801903091U,1,SANTS MONTJUIC,6,6,267,158,79,82,131,25,76,3,,,3,,,,,,,1025,3577-692acfd6-f1ad-4335-8297-9f257bfa6600.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3578,0801903092U,1,SANTS MONTJUIC,4,1,196,125,56,84,123,24,81,7,,,1,,,,,,,861,3578-ba511fd4-3334-4750-87c8-fdac4a8d2605.jpg,1,1,CDR,2018-01-03 20:15:01,santsmon01,1,1
3579,0801903093A,1,SANTS MONTJUIC,,2,156,107,26,89,109,19,36,5,,,,,,,,,,633,3579-ed5f74d4-c477-4585-b752-1411331faf86.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3580,0801903093B,1,SANTS MONTJUIC,0,3,116,97,19,66,85,17,53,4,0,0,0,0,0,0,0,0,0,553,3580-1516697708-6fe0d299ee664b21b6b4ac7f16cb3e2a-822de6f06c0edfd57990a80796257ef6.jpg,1,1,CDR,2018-01-23 12:59:11,santsmon01,1,1
3581,0801903094U,1,SANTS MONTJUIC,1,3,163,184,57,100,151,24,75,3,,,,,,,,,,921,3581-e81f325b-da39-4794-af14-bff4e425be9c.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3582,0801903095U,1,SANTS MONTJUIC,5,4,234,204,57,112,191,34,76,4,,,2,,,,,,,1145,3582-f4be0bd4-89b3-4db1-b8d2-9f02c21fd3c2.jpg,1,1,CDR,2018-01-03 20:16:31,santsmon01,1,1
3583,0801903096U,1,SANTS MONTJUIC,1,3,230,180,78,112,128,15,76,4,,,2,,,,,,,1016,3583-51298f8f-c70f-476b-a9dc-c13e3273822a.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3584,0801903097U,1,SANTS MONTJUIC,5,4,177,87,64,86,134,27,62,7,,,3,,,,,,,930,3584-a5dd8593-93a8-4a36-bcec-9c2b4080d2fc.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
