idmesa,codimesa,mesatancada,comarca,vnuls,vblancs,verc,vjxc,vcup,vpsc,vcs,vppc,vcom,vpacma,vdialeg,vpumjust,vrecortes,vfamilia,vdn,vpfiv,vconver,vunidos,vcilus,cens,acta,hihavots,hihaacta,origen,datetime,user,mesavalidada,mesacorrecte
3585,0801903098U,1,SANTS MONTJUIC,0,0,211,133,56,70,123,18,70,9,,,0,,,,,,,898,3585-c339e17c-1ec1-4a5f-bb48-857f1899d4b5.jpg,1,1,CDR,2018-01-03 20:18:02,santsmon01,1,1
3586,0801903099U,1,SANTS MONTJUIC,4,1,168,119,56,51,69,12,74,4,,,,,,,,,,695,3586-1516697708-2b922b6f999ea633d95fbf8917c689c9-200cf9ee1eeb8981169cfb8c23068d46.jpg,1,1,CDR,2018-01-23 09:55:08,admin,1,1
3587,0801903100U,1,SANTS MONTJUIC,,2,196,190,74,79,74,24,84,4,,,2,,,,,,,889,3587-1516697708-ecd6060cdcd5abafbee484e924be268b-f3fef283f09b70f604b910af5ff3a881.jpg,1,1,CDR,2018-01-23 09:55:08,admin,1,1
3588,0801903101U,1,SANTS MONTJUIC,2,1,222,201,75,88,114,18,86,11,,,2,,,,,,,1260,3588-bb57ae13-b1fa-4731-9285-00befbc91f9a.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3589,0801903102U,1,SANTS MONTJUIC,0,6,229,158,84,87,111,19,75,3,,0,1,,,,,,,921,3589-118ba8a5-5742-432c-8ddc-2d4d14c32ca3.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3590,0801903103U,1,SANTS MONTJUIC,0,2,227,150,60,85,142,41,79,10,,0,2,,,,,,,951,3590-8dcc2a42-2bbe-425d-8a35-286767aa8a94.jpg,1,1,ANC,2017-12-31 10:01:15,,1,0
3591,0801903104U,1,SANTS MONTJUIC,2,3,177,160,74,77,143,36,87,4,,,2,,,,,,,980,3591-3847abe9-38f4-4e7b-8f23-4bbb8999f93e.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3592,0801903105U,1,SANTS MONTJUIC,2,7,192,150,59,59,90,14,71,7,,,2,,,,,,,812,3592-7fca7aaf-ff4f-4de9-b0f6-f7b83cbb25bd.jpg,1,1,CDR,2018-01-03 20:19:20,santsmon01,1,1
3593,0801903106U,0,SANTS MONTJUIC,,,,,,,,,,,,,,,,,,,,831,,0,0,CDR,2018-01-22 16:37:39,acta2vots,0,0
3594,0801903107U,1,SANTS MONTJUIC,1,1,244,205,78,102,159,43,98,2,,0,2,,,,,,,1107,3594-ed1fcf0e-f605-475e-96bd-a58e6d5a47c5.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3595,0801903108U,1,SANTS MONTJUIC,1,2,245,221,65,94,137,20,82,5,,,1,,,,,,,1056,3595-491d8b08-ef81-495f-9116-3fbea70ca1ff.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3596,0801903109U,1,SANTS MONTJUIC,2,2,278,203,120,68,115,20,107,3,,0,4,,,,,,,1083,3596-0c414763-d413-43a1-b174-fdea6b641a2c.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3597,0801903110U,1,SANTS MONTJUIC,2,1,213,206,65,110,139,20,93,6,,0,,,,,,,,1068,3597-35ba5320-2f57-4ad7-857c-06b4f1e033de.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3598,0801903111U,1,SANTS MONTJUIC,8,2,191,180,42,102,132,28,88,4,,0,3,,,,,,,911,3598-b1c5a8f8-8f2e-42b1-ae5b-fccd1c52a11f.jpg,1,1,CDR,2018-01-22 19:37:48,admin,1,1
3599,0801903112A,1,SANTS MONTJUIC,0,2,139,127,31,79,150,18,67,3,,0,0,,,,,,,720,3599-0879275a-8458-412f-9d0c-f32af30098dd.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3600,0801903112B,1,SANTS MONTJUIC,1,1,169,112,34,87,121,23,48,5,,0,1,,,,,,,697,3600-941e30ea-bb8f-4a58-9078-7d82063d4756.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3601,0801903113A,0,SANTS MONTJUIC,,,,,,,,,,,,,,,,,,,,626,,0,0,ANC,2017-12-31 10:01:15,,0,0
3602,0801903113B,0,SANTS MONTJUIC,,,,,,,,,,,,,,,,,,,,556,,0,0,ANC,2017-12-31 10:01:15,,0,0
3603,0801903114U,0,SANTS MONTJUIC,,,,,,,,,,,,,,,,,,,,1145,,0,0,ANC,2017-12-31 10:01:15,,0,0
3604,0801903211U,1,SANTS MONTJUIC,6,4,215,93,30,164,259,30,110,11,,,3,,,,,,,1136,3604-29f96194-e163-4207-8494-a729564ee281.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3605,0801903212A,1,SANTS MONTJUIC,7,1,120,100,15,135,220,49,82,7,,,4,,,,,,,928,3605-0bcfd394-3f37-48b0-bc86-9915d1b760a1.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3606,0801903212B,1,SANTS MONTJUIC,2,4,125,85,20,105,180,48,64,9,,,5,,,,,,,812,3606-94ebabce-125d-4bec-997e-79930202cf83.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3607,0801903213A,1,SANTS MONTJUIC,4,5,96,52,29,113,184,30,53,13,,,3,,,,,,,839,3607-3887cccb-75a0-4127-be28-bd87ca372e0f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3608,0801903213B,1,SANTS MONTJUIC,4,1,84,50,12,79,193,25,50,9,,,4,,,,,,,694,3608-d4bd757c-84aa-435d-a44f-24c888ff271f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3609,0801904002A,1,SANTS MONTJUIC,,4,138,170,24,105,173,43,66,1,,,2,,,,,,,837,3609-1516697708-6c4e81b00006c18adf6f55efb56c8eb3-1e5bee3c2610db0a29769b88ccb5f788.jpg,1,1,CDR,2018-01-23 09:55:08,admin,1,1
3610,0801904002B,0,SANTS MONTJUIC,,,,,,,,,,,,,,,,,,,,635,,0,0,ANC,2017-12-31 10:01:15,,0,0
3611,0801904003U,1,SANTS MONTJUIC,3,2,158,179,44,101,145,28,64,1,,,,,,,,,,826,3611-b50a0cb5-6216-417d-a781-654c4bc112b7.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3612,0801904004U,1,SANTS MONTJUIC,2,2,130,152,29,88,140,30,48,3,,,1,,,,,,,729,3612-3b39bd85-11f8-4073-a3fd-13e215d69d55.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3613,0801904005U,1,SANTS MONTJUIC,1,5,178,216,44,103,170,25,54,6,,,5,,,,,,,942,3613-a114c4ee-581d-4ade-944a-40d6a5d07446.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3614,0801904006U,1,SANTS MONTJUIC,0,2,191,177,35,105,159,32,53,7,,,1,,,,,,,874,3614-f5ecac6d-0ae8-4372-b2eb-90a8c91ca195.jpg,1,1,CDR,2018-01-03 20:20:42,santsmon01,1,1
3615,0801904007U,1,SANTS MONTJUIC,1,3,146,131,44,77,152,35,45,4,,,0,,,,,,,825,3615-67050b77-0ca3-427a-bb35-4b9f9decf3ed.jpg,1,1,CDR,2018-01-03 20:22:05,santsmon01,1,1
3616,0801904008U,1,SANTS MONTJUIC,2,,134,140,42,97,131,26,59,4,,,,,,,,,,748,3616-1517868327-2d84831124376748f34b87d846e8a4c2-39c6007060eb2e24a368dcfd2b839629.jpg,1,1,CDR,2018-02-05 23:05:27,admin,1,1
3617,0801904009U,1,SANTS MONTJUIC,6,3,236,239,54,106,184,31,56,4,,,3,,,,,,,1074,3617-1516697708-c3f09191467a014102565c7f70cebfcf-e33d7395ca125e65c070d22d0b77b25b.jpg,1,1,CDR,2018-01-23 09:55:08,admin,1,1
3618,0801904010U,1,SANTS MONTJUIC,1,4,128,200,36,71,126,21,31,2,,,,,,,,,,687,3618-1516697708-127754ac3ab4e4a2eb56d8295a6c57f5-f33de1758f1fb310254773fd7ae5d648.jpg,1,1,CDR,2018-01-23 09:55:08,admin,1,1
3619,0801904011A,1,SANTS MONTJUIC,1,3,121,165,17,84,156,32,40,1,0,0,0,0,0,0,0,0,0,674,3619-1516697708-9bba29d6386bb0e0b9228c8499a3dcc9-50b674dbef550f57336af57dbb91a98b.jpg,1,1,CDR,2018-01-23 13:00:36,santsmon01,1,1
3620,0801904011B,1,SANTS MONTJUIC,2,2,106,159,16,75,137,26,44,3,,,,,,,,,,642,3620-1516697708-ec699bc34b76f3f3763472652221e8e4-5ea0b76387d70feb2ef1acac0be4b06e.jpg,1,1,CDR,2018-01-23 09:55:08,admin,1,1
3621,0801904026U,0,SANTS MONTJUIC,2,0,203,226,48,86,177,40,44,,,0,0,,,,,,,953,,1,0,ANC,2017-12-31 10:01:15,,1,1
3622,0801904028U,1,SANTS MONTJUIC,5,4,153,263,35,115,174,39,51,4,,,1,,,,,,,996,3622-f0633c9b-369b-4fe7-af94-a3af475e5f26.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3623,0801904029U,1,SANTS MONTJUIC,5,5,149,273,25,97,204,35,51,8,,,1,,,,,,,964,3623-e954f3bf-173b-436a-a638-3b472c7b97f6.jpg,1,1,ANC,2017-12-31 10:01:15,,1,0
3624,0801904030A,1,SANTS MONTJUIC,2,2,97,182,20,68,138,42,35,,,,1,,,,,,,665,3624-be114c55-bc58-48d8-8cd7-35bdf3cec76e.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3625,0801904030B,1,SANTS MONTJUIC,2,2,124,189,26,75,154,20,40,1,,,1,,,,,,,705,3625-69171ae4-28be-45e9-a655-bf01d2fffc74.jpg,1,1,CDR,2018-01-03 20:25:02,santsmon01,1,1
3626,0801904031U,1,SANTS MONTJUIC,4,5,211,246,54,131,176,27,88,9,,,2,,,,,,,1226,3626-d339ee41-8c4b-4557-b544-647ce3d58dcb.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3627,0801904032A,1,SANTS MONTJUIC,0,0,135,152,31,79,111,27,51,5,,,1,,,,,,,663,3627-3ea9c225-5a54-47eb-99ec-55a723edbf71.jpg,1,1,CDR,2018-01-03 20:29:24,santsmon01,1,1
3628,0801904032B,1,SANTS MONTJUIC,0,3,116,103,35,51,117,23,38,3,,,2,,,,,,,561,3628-b24e1a56-0875-4a99-9ff3-862ea7e33bd1.jpg,1,1,CDR,2018-01-03 20:30:56,santsmon01,1,1
3629,0801904033U,1,SANTS MONTJUIC,1,3,191,184,30,103,162,38,51,3,,,2,,,,,,,890,3629-d843f3c0-4924-4e98-a4ae-e029e482fea5.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3630,0801904034A,1,SANTS MONTJUIC,,,105,175,25,61,129,32,31,3,,,0,,,,,,,611,3630-2f13d0ed-2db5-48f4-9228-dc57f4770e0b.jpg,1,1,CDR,2018-01-03 20:32:08,santsmon01,1,1
3631,0801904034B,1,SANTS MONTJUIC,,1,118,162,19,71,99,33,33,1,,,1,,,,,,,595,3631-9f500231-bb6f-4d67-ae3b-450fff1e914b.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3632,0801904035U,1,SANTS MONTJUIC,4,5,211,230,32,160,216,41,76,4,,,1,,,,,,,1096,3632-ea793323-00e8-4092-af20-00ddda32c9da.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3633,0801904036A,1,SANTS MONTJUIC,2,,102,117,16,72,118,25,58,4,,,2,,,,,,,617,3633-ece2b956-bd34-48a8-99f5-5a6720399eca.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3634,0801904036B,1,SANTS MONTJUIC,1,1,123,125,22,81,122,30,43,3,,,4,,,,,,,643,3634-11788731-59f2-4770-b189-7e49f695ce7c.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3635,0801904037A,1,SANTS MONTJUIC,0,2,185,156,44,92,182,38,47,4,0,0,0,0,0,0,0,0,0,846,3635-1516697708-81d8ad3090fd3acbbf72ae3b70faf374-1a00cddebca2d3a18cfa9c224d53b951.jpg,1,1,CDR,2018-01-23 13:01:49,santsmon01,1,1
3636,0801904037B,1,SANTS MONTJUIC,1,1,158,168,32,87,140,34,45,3,0,0,0,0,0,0,0,0,0,770,3636-1516697708-3854ade6e2436d64af8ad9e2c00fbd04-f2c847613c9d040c61111a6e7f3ad3d5.jpg,1,1,CDR,2018-01-23 13:03:06,santsmon01,1,1
3637,0801904038U,0,SANTS MONTJUIC,,,,,,,,,,,,,,,,,,,,1038,,0,0,ANC,2017-12-31 10:01:15,,0,0
3638,0801904039U,1,SANTS MONTJUIC,4,2,162,166,27,115,167,28,65,3,,,,,,,,,,870,3638-f1e5c82c-4e4d-4828-a07f-6fcb121cb22b.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3639,0801904040U,1,SANTS MONTJUIC,3,4,189,128,30,99,283,46,65,7,,,3,,,,,,,1079,3639-09c67283-bcb8-4382-bdd4-e5cec2194cd9.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3640,0801904041U,1,SANTS MONTJUIC,0,4,172,141,34,120,201,51,69,8,,,4,,,,,,,948,3640-1515712005-abfe566e1b3ec4adecebdd69f217559b-5dfe9640199326692be224cbe33bc628.jpg,1,1,CDR,2018-01-12 00:06:45,santsmon01,1,1
3641,0801904042A,1,SANTS MONTJUIC,1,,123,74,21,97,156,38,48,5,,,2,,,,,,,661,3641-875bd99b-5260-40d5-a60d-d71214b94c0c.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3642,0801904042B,1,SANTS MONTJUIC,2,3,98,77,24,106,169,50,57,4,,,1,,,,,,,698,3642-416ec0eb-7ca6-41a4-a0b9-8fcde536bafa.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3643,0801904043A,1,SANTS MONTJUIC,2,4,130,154,19,63,167,43,43,2,,,1,,,,,,,718,3643-f1ecb83f-66da-4a18-a7a0-4d59c2a5ff72.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3644,0801904043B,1,SANTS MONTJUIC,2,4,85,161,19,71,138,29,39,1,,,,,,,,,,624,3644-13164e6b-654c-4af7-a52a-6e0777a918f4.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3645,0801904044A,1,SANTS MONTJUIC,1,4,139,79,17,81,120,20,46,2,,,,,,,,,,613,3645-77fe8804-5011-4e61-98b4-703b9325ce8f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3646,0801904044B,1,SANTS MONTJUIC,3,1,124,89,15,75,149,20,39,5,,,1,,,,,,,612,3646-df38cd6f-2907-4f72-a803-dcf86247835f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3647,0801904045U,1,SANTS MONTJUIC,3,12,159,174,38,153,243,60,71,6,,,2,,,,,,,1050,3647-59a8f61f-ff6e-4456-a7a1-6614a7b11e93.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3648,0801904046A,1,SANTS MONTJUIC,1,1,160,210,31,136,301,39,49,2,,,,,,,,,,1043,3648-da7cef6c-e53e-4030-901e-5445f5c198c5.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3649,0801904046B,1,SANTS MONTJUIC,3,3,136,215,29,121,226,41,46,2,,,1,,,,,,,930,3649-c5c225c8-13ff-433a-b6c0-6dc9eaeb9033.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3650,0801904047A,1,SANTS MONTJUIC,1,2,136,127,14,95,181,50,58,4,,,,,,,,,,747,3650-0254b063-ba93-470c-8d5c-3817457edb5e.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3651,0801904047B,1,SANTS MONTJUIC,,2,115,111,15,74,147,30,48,1,,,,,,,,,,622,3651-e5d355c9-491a-4713-ba24-ca070c177cd3.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3652,0801904048A,1,SANTS MONTJUIC,1,2,115,131,20,80,118,30,36,4,,,,,,,,,,618,3652-df0a5965-5e66-4f7e-bfad-f043bf0fdb9e.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3653,0801904048B,1,SANTS MONTJUIC,2,0,100,145,24,53,110,27,31,1,,,1,,,,,,,567,3653-ce9ae78b-5648-42da-95e9-8763ed25dbc5.jpg,1,1,CDR,2018-01-03 20:38:17,santsmon01,1,1
3654,0801904049U,1,SANTS MONTJUIC,2,4,78,175,9,85,287,56,25,6,,,1,,,,,,,837,3654-a0c8d028-303e-4a75-a41d-0d45329e1de8.jpg,1,1,CDR,2018-01-03 20:39:24,santsmon01,1,1
3655,0801904084U,1,SANTS MONTJUIC,1,10,131,266,24,112,253,78,34,3,,,2,,,,,,,1027,3655-6dc1c6be-25a9-4cb2-a516-6cc340bc30ef.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3656,0801907048U,1,NOU BARRIS,6,3,199,161,61,90,167,32,69,5,,,2,,,,,,,936,3656-2ae0f7de-17c5-406c-822d-d40176c73058.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3657,0801907049U,1,NOU BARRIS,3,7,193,143,46,102,162,37,75,9,,,,,,,,,,924,3657-20b79f2d-5ed3-4aec-b149-65f959fdabcb.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3658,0801907103U,1,NOU BARRIS,2,3,137,131,35,146,183,42,80,10,,,1,,,,,,,1009,3658-8a53afc2-31df-41a0-a952-94bb4244d650.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3659,0801907104A,1,NOU BARRIS,1,1,91,73,29,73,146,35,52,8,,,3,,,,,,,618,3659-8f610237-01fe-45a6-8527-804d8012b758.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3660,0801907104B,1,NOU BARRIS,3,6,96,58,15,78,124,34,54,2,,,1,,,,,,,565,3660-dc658afa-19c8-4344-b21c-e2f41cd097d5.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3661,0801907105U,1,NOU BARRIS,,3,171,140,41,116,169,35,72,8,,,1,,,,,,,867,3661-6aa15400-708e-4621-837b-134ec33b5931.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3662,0801907106U,1,NOU BARRIS,3,4,192,114,35,121,149,37,71,11,,,4,,,,,,,924,3662-1515252351-48a055b709b66fbb026ac5f48711b6d1-ff9b12d4419817a8e2ae655d657ed455.jpg,1,1,CDR,2018-01-06 16:25:51,noubarri01,1,1
3663,0801907107U,1,NOU BARRIS,0,3,218,162,48,110,187,54,71,9,0,,0,,,,,,,989,3663-1515252397-75d1d5e9861735fbfa2d9bd3a6b3efd0-a1ef17d9b7cb016b185f29ce42e1e86c.jpg,1,1,CDR,2018-01-06 20:57:57,acta2vots,1,1
3664,0801907108U,1,NOU BARRIS,2,2,214,125,45,109,200,51,83,10,,,2,,,,,,,988,3664-8e6d8576-3931-41eb-b9fb-d2372ce46843.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3665,0801907109A,1,NOU BARRIS,,5,98,66,17,77,169,34,45,6,,,3,,,,,,,622,3665-1aa50314-79e7-46e9-b69b-c7e5b7d43b1f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3666,0801907109B,1,NOU BARRIS,1,1,102,54,23,102,142,15,58,13,,,2,,,,,,,631,3666-97c9aed8-4894-40b7-8b61-e63b2531d575.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3667,0801907110U,1,NOU BARRIS,2,7,117,124,50,118,164,43,67,7,,,,,,,,,,865,3667-7370814a-b4b9-4029-9656-667bb38ba2b5.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3668,0801907111U,0,NOU BARRIS,1,5,132,159,43,75,92,35,69,9,,,1,,,,,,,713,,1,0,ANC,2017-12-31 10:01:15,,1,1
3669,0801907112U,1,NOU BARRIS,3,2,163,122,49,151,182,31,111,5,0,,7,,,,,,,978,3669-1515252551-c8d316a2ede652ee776b5ffe225f872d-a6011062f0f71866e9f3f6f117fd0e1d.jpg,1,1,CDR,2018-01-06 21:04:19,acta2vots,1,1
3670,0801907113U,1,NOU BARRIS,5,4,151,82,50,144,150,41,85,11,0,,3,,,,,,,881,3670-1515252577-8b915426082d5dd76fbb230b8ee5afaa-b17616a0b4658d8f8ef3626a283504f7.jpg,1,1,CDR,2018-01-06 21:06:44,acta2vots,1,1
3671,0801907114U,1,NOU BARRIS,3,4,239,173,57,96,140,17,72,8,0,,1,,,,,,,926,3671-1515252622-b7117667a3d3a975fb83082a77a4aeed-8810ff3a484c050d9e2fc33a94c50a74.jpg,1,1,CDR,2018-01-06 21:09:12,acta2vots,1,1
3672,0801907115U,1,NOU BARRIS,4,2,227,185,57,80,112,13,67,1,,,,,,,,,,861,3672-1515252513-ee98b84d467af15b958ec937678cd6b0-112ce2f791496b7e7d603c0e8ee18fa4.jpg,1,1,CDR,2018-01-06 16:28:33,noubarri01,1,1
3673,0801907116U,1,NOU BARRIS,1,5,213,138,54,138,226,42,100,10,,,1,,,,,,,1106,3673-1515254804-c6e3c2dd3bbca9352974b50b21d431b6-ff07f179a35cd52b712dfa4e7e7fc852.jpg,1,1,CDR,2018-01-06 17:06:44,noubarri01,1,1
3674,0801907117U,1,NOU BARRIS,4,6,166,85,71,96,163,35,92,8,,,2,,,,,,,1022,3674-ad800872-85bd-48bc-880f-c0311c2b718f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3675,0801907118U,1,NOU BARRIS,1,6,207,161,57,88,156,24,89,3,,,1,,,,,,,923,3675-65a36b4d-2a1c-443a-b92f-862e5c591fa3.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3676,0801907119U,1,NOU BARRIS,,5,161,131,56,97,132,40,78,9,,,1,,,,,,,873,3676-cb2dfcd1-6dbe-4a33-b29e-2a20d33c8c05.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3677,0801908001U,1,NOU BARRIS,5,1,138,63,35,176,211,54,125,12,,0,1,0,0,0,0,0,0,1006,3677-1517868327-08caaf48509af5b28d0df23b12799f77-04f30deb4c6eeac6a381f0e1acfa375e.jpg,1,1,CDR,2018-02-06 11:52:53,acta2vots,1,1
3678,0801908002U,1,NOU BARRIS,2,4,215,161,41,108,186,37,76,3,,,2,,,,,,,998,3678-d74afa28-3b7d-4bc9-9c68-a3a56cd70a5b.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3679,0801908003U,1,NOU BARRIS,2,7,168,108,38,153,195,49,85,7,,,3,,,,,,,968,3679-876e28ac-aa42-4fd1-9243-721eb8e39311.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3680,0801908004U,1,NOU BARRIS,2,4,180,104,31,144,249,58,88,4,,,2,,,,,,,1016,3680-1516697708-b6f3f07b1036e855a262f7a6d86ffea5-792c8e047ff705264cc53ed53dca9dde.jpg,1,1,CDR,2018-01-23 09:55:08,admin,1,1
3681,0801908005U,1,NOU BARRIS,2,4,136,103,25,97,236,50,70,8,,,4,,,,,,,885,3681-6b6b4106-bedb-460c-9529-f88f7ebaeff5.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3682,0801908006U,1,NOU BARRIS,,4,225,141,49,135,177,39,89,8,,,2,,,,,,,1067,3682-9ade0829-9a0b-49aa-91c7-fd083284b45e.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3683,0801908007U,1,NOU BARRIS,5,7,155,90,33,146,227,68,73,4,,0,1,,,,,,,959,3683-7c46d126-26da-46f9-8ff2-a925049564d5.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3684,0801908008A,1,NOU BARRIS,,,119,74,26,106,156,23,65,1,,,1,,,,,,,664,3684-003d6bfb-4077-43a3-8f3f-edc49d098085.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3685,0801908008B,1,NOU BARRIS,2,3,93,62,20,88,117,26,42,6,,,,,,,,,,550,3685-00acff5c-83a5-44f2-b341-526d3289d564.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3686,0801908009A,1,NOU BARRIS,,1,134,64,22,87,116,28,51,8,,,3,,,,,,,625,3686-dde6ddef-3311-463f-ad59-1bfe84f91a8c.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3687,0801908009B,1,NOU BARRIS,1,5,95,68,24,73,100,25,64,3,,,,,,,,,,576,3687-b20552c9-8b4d-48b3-b79f-611bdd914b05.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3688,0801908010U,1,NOU BARRIS,3,,154,103,40,109,188,48,65,7,,,3,,,,,,,851,3688-aba6b020-9866-4558-9663-41594b0ff5b2.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3689,0801908011U,1,NOU BARRIS,4,5,161,113,31,133,216,52,67,4,,,,,,,,,,910,3689-2f5f7fb3-3287-4256-ad6e-34f1bb54d0aa.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3690,0801908012U,1,NOU BARRIS,2,6,163,97,30,144,228,47,91,3,,,1,,,,,,,982,3690-555b4bf7-05c9-4249-b826-0ddc7888f533.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3691,0801908013U,1,NOU BARRIS,3,1,173,139,22,112,201,37,57,4,,,2,,,,,,,884,3691-039af29e-7a8c-481c-b346-e92e22dc9bc4.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3692,0801908014U,1,NOU BARRIS,1,1,145,118,38,99,169,35,62,8,,,1,,,,,,,878,3692-4921c7ad-02d8-469c-838c-c69ed8944dd8.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3693,0801908015U,1,NOU BARRIS,1,,165,91,33,141,185,55,63,13,,,2,,,,,,,971,3693-ecd4b402-bb2a-4a92-8315-4194324adfb6.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3694,0801908016U,1,NOU BARRIS,1,2,135,112,34,82,162,39,65,3,,,1,,,,,,,853,3694-0f31f3e9-c8ee-4830-b9d2-9f36970c60b8.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3695,0801908017U,1,NOU BARRIS,4,,195,134,35,139,200,50,85,5,,,1,,,,,,,1042,3695-77a0f81d-cad6-4684-9e65-bb2e055992ba.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3696,0801908018U,1,NOU BARRIS,1,,210,131,38,160,256,45,76,2,,,,,,,,,,1166,3696-1cfb8d6f-f444-46ab-8afe-dc411d626792.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3697,0801908019A,1,NOU BARRIS,,1,104,61,25,66,129,46,64,7,,,2,,,,,,,629,3697-a6151720-ca3a-4e89-84ce-9ccd42f9b93c.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3698,0801908019B,1,NOU BARRIS,3,,88,54,23,75,125,25,38,6,,,2,,,,,,,584,3698-c2939961-f808-4503-93a7-8a1a8648d1b8.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3699,0801908020U,1,NOU BARRIS,1,2,174,117,36,139,187,37,82,7,,,3,,,,,,,959,3699-e71d9ac7-22b3-4dbb-9849-3a8256bf4c60.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3700,0801908021U,1,NOU BARRIS,,3,156,85,26,162,283,65,99,4,,,2,,,,,,,1077,3700-10c764d5-5287-4e11-a5db-41eb821fe6c2.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3701,0801908022U,1,NOU BARRIS,1,3,145,100,41,156,202,57,91,8,,,,,,,,,,965,3701-b63d2ae2-c68e-4446-a944-18b9a1db1507.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
3702,0801908023U,1,NOU BARRIS,5,3,162,118,40,120,200,32,76,9,,,3,,,,,,,999,3702-a8c92b25-222d-43ab-9cf1-db9a3ee22513.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
