IDMESA,CODI_MESA,COD_PROV,CODI_LOCAL,MUNICIPI,COMARCA,G35,CODI_MUNICIPI,DISTRICTE,SECCIO,SUBSECCIO,MESA,LLETRA_INICI,LLETRA_FI,CODI_LOCAL_ORIGEN,CODI_LOCAL,LOCAL_ELECTORAL_ADRECA,LOCAL_ELECTORAL,ADRECA,IDMESAMESESCOLA,NOSEQUEES
2615,0801901019U,8,c1307,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,19,,U,A,Z,80190313,c1307,I.M. CULTURA BARCELONA (VIRREINA) ; C RAMBLA (LA) 99,I.M. CULTURA BARCELONA (VIRREINA),C RAMBLA (LA) 99,2615#0801901019U#I.M. CULTURA BARCELONA (VIRREINA) ; C RAMBLA (LA) 99,
2616,0801901020A,8,c616,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,20,,A,A,L,80190035,c616,CENTRE CULTURA CONTEMPORÀNIA (CCCB) ; C VALLDONZELLA 21,CENTRE CULTURA CONTEMPORÀNIA (CCCB),C VALLDONZELLA 21,2616#0801901020A#CENTRE CULTURA CONTEMPORÀNIA (CCCB) ; C VALLDONZELLA 21,
2617,0801901020B,8,c616,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,20,,B,M,Z,80190035,c616,CENTRE CULTURA CONTEMPORÀNIA (CCCB) ; C VALLDONZELLA 21,CENTRE CULTURA CONTEMPORÀNIA (CCCB),C VALLDONZELLA 21,2617#0801901020B#CENTRE CULTURA CONTEMPORÀNIA (CCCB) ; C VALLDONZELLA 21,
2618,0801901022U,8,c1307,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,22,,U,A,Z,80190313,c1307,I.M. CULTURA BARCELONA (VIRREINA) ; C RAMBLA (LA) 99,I.M. CULTURA BARCELONA (VIRREINA),C RAMBLA (LA) 99,2618#0801901022U#I.M. CULTURA BARCELONA (VIRREINA) ; C RAMBLA (LA) 99,
2619,0801901023A,8,c1267,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,23,,A,A,L,80190219,c1267,ESPAI FRANCESCA BONNEMAISON ; C SANT PERE MES BAIX 7,ESPAI FRANCESCA BONNEMAISON,C SANT PERE MES BAIX 7,2619#0801901023A#ESPAI FRANCESCA BONNEMAISON ; C SANT PERE MES BAIX 7,
2620,0801901023B,8,c1267,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,23,,B,M,Z,80190219,c1267,ESPAI FRANCESCA BONNEMAISON ; C SANT PERE MES BAIX 7,ESPAI FRANCESCA BONNEMAISON,C SANT PERE MES BAIX 7,2620#0801901023B#ESPAI FRANCESCA BONNEMAISON ; C SANT PERE MES BAIX 7,
2621,0801901025U,8,c21,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,25,,U,A,Z,80190365,c21,AJUNTAMENT BARCELONA (SANT MIQUEL) ; PL SANT MIQUEL 4,AJUNTAMENT BARCELONA (SANT MIQUEL),PL SANT MIQUEL 4,2621#0801901025U#AJUNTAMENT BARCELONA (SANT MIQUEL) ; PL SANT MIQUEL 4,
2622,0801901026U,8,c21,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,26,,U,A,Z,80190365,c21,AJUNTAMENT BARCELONA (SANT MIQUEL) ; PL SANT MIQUEL 4,AJUNTAMENT BARCELONA (SANT MIQUEL),PL SANT MIQUEL 4,2622#0801901026U#AJUNTAMENT BARCELONA (SANT MIQUEL) ; PL SANT MIQUEL 4,
2623,0801901027U,8,c21,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,27,,U,A,Z,80190365,c21,AJUNTAMENT BARCELONA (SANT MIQUEL) ; PL SANT MIQUEL 4,AJUNTAMENT BARCELONA (SANT MIQUEL),PL SANT MIQUEL 4,2623#0801901027U#AJUNTAMENT BARCELONA (SANT MIQUEL) ; PL SANT MIQUEL 4,
2624,0801901028U,8,c21,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,28,,U,A,Z,80190365,c21,AJUNTAMENT BARCELONA (SANT MIQUEL) ; PL SANT MIQUEL 4,AJUNTAMENT BARCELONA (SANT MIQUEL),PL SANT MIQUEL 4,2624#0801901028U#AJUNTAMENT BARCELONA (SANT MIQUEL) ; PL SANT MIQUEL 4,
2625,0801901029U,8,c934,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,29,,U,A,Z,80190010,c934,ESCOLA DRASSANES ; C NOU DE SANT FRANCESC 11,ESCOLA DRASSANES,C NOU DE SANT FRANCESC 11,2625#0801901029U#ESCOLA DRASSANES ; C NOU DE SANT FRANCESC 11,
2626,0801901030A,8,c934,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,30,,A,A,L,80190010,c934,ESCOLA DRASSANES ; C NOU DE SANT FRANCESC 11,ESCOLA DRASSANES,C NOU DE SANT FRANCESC 11,2626#0801901030A#ESCOLA DRASSANES ; C NOU DE SANT FRANCESC 11,
2627,0801901030B,8,c934,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,30,,B,M,Z,80190010,c934,ESCOLA DRASSANES ; C NOU DE SANT FRANCESC 11,ESCOLA DRASSANES,C NOU DE SANT FRANCESC 11,2627#0801901030B#ESCOLA DRASSANES ; C NOU DE SANT FRANCESC 11,
2628,0801901031U,8,c934,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,31,,U,A,Z,80190010,c934,ESCOLA DRASSANES ; C NOU DE SANT FRANCESC 11,ESCOLA DRASSANES,C NOU DE SANT FRANCESC 11,2628#0801901031U#ESCOLA DRASSANES ; C NOU DE SANT FRANCESC 11,
2629,0801901032U,8,c533,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,32,,U,A,Z,80190043,c533,CENTRE CIVIC BARCELONETA ; C CONRERIA 1,CENTRE CIVIC BARCELONETA,C CONRERIA 1,2629#0801901032U#CENTRE CIVIC BARCELONETA ; C CONRERIA 1,
2630,0801901033U,8,c259,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,33,,U,A,Z,80190383,c259,CASAL DE GENT GRAN BARCELONETA ; C BALUARD 28,CASAL DE GENT GRAN BARCELONETA,C BALUARD 28,2630#0801901033U#CASAL DE GENT GRAN BARCELONETA ; C BALUARD 28,
2631,0801901034U,8,c533,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,34,,U,A,Z,80190043,c533,CENTRE CIVIC BARCELONETA ; C CONRERIA 1,CENTRE CIVIC BARCELONETA,C CONRERIA 1,2631#0801901034U#CENTRE CIVIC BARCELONETA ; C CONRERIA 1,
2632,0801901035U,8,c1073,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,35,,U,A,Z,80190011,c1073,ESCOLA MEDITERRÀNIA ; PG MARITIM BARCELONETA 5,ESCOLA MEDITERRÀNIA,PG MARITIM BARCELONETA 5,2632#0801901035U#ESCOLA MEDITERRÀNIA ; PG MARITIM BARCELONETA 5,
2633,0801901036U,8,c1073,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,36,,U,A,Z,80190011,c1073,ESCOLA MEDITERRÀNIA ; PG MARITIM BARCELONETA 5,ESCOLA MEDITERRÀNIA,PG MARITIM BARCELONETA 5,2633#0801901036U#ESCOLA MEDITERRÀNIA ; PG MARITIM BARCELONETA 5,
2634,0801901037U,8,c1073,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,37,,U,A,Z,80190011,c1073,ESCOLA MEDITERRÀNIA ; PG MARITIM BARCELONETA 5,ESCOLA MEDITERRÀNIA,PG MARITIM BARCELONETA 5,2634#0801901037U#ESCOLA MEDITERRÀNIA ; PG MARITIM BARCELONETA 5,
2635,0801901038U,8,c533,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,38,,U,A,Z,80190043,c533,CENTRE CIVIC BARCELONETA ; C CONRERIA 1,CENTRE CIVIC BARCELONETA,C CONRERIA 1,2635#0801901038U#CENTRE CIVIC BARCELONETA ; C CONRERIA 1,
2636,0801901039U,8,c259,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,39,,U,A,Z,80190383,c259,CASAL DE GENT GRAN BARCELONETA ; C BALUARD 28,CASAL DE GENT GRAN BARCELONETA,C BALUARD 28,2636#0801901039U#CASAL DE GENT GRAN BARCELONETA ; C BALUARD 28,
2637,0801901040U,8,c259,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,40,,U,A,Z,80190383,c259,CASAL DE GENT GRAN BARCELONETA ; C BALUARD 28,CASAL DE GENT GRAN BARCELONETA,C BALUARD 28,2637#0801901040U#CASAL DE GENT GRAN BARCELONETA ; C BALUARD 28,
2638,0801901041U,8,c259,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,41,,U,A,Z,80190383,c259,CASAL DE GENT GRAN BARCELONETA ; C BALUARD 28,CASAL DE GENT GRAN BARCELONETA,C BALUARD 28,2638#0801901041U#CASAL DE GENT GRAN BARCELONETA ; C BALUARD 28,
2639,0801901042A,8,c259,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,42,,A,A,L,80190383,c259,CASAL DE GENT GRAN BARCELONETA ; C BALUARD 28,CASAL DE GENT GRAN BARCELONETA,C BALUARD 28,2639#0801901042A#CASAL DE GENT GRAN BARCELONETA ; C BALUARD 28,
2640,0801901042B,8,c259,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,42,,B,M,Z,80190383,c259,CASAL DE GENT GRAN BARCELONETA ; C BALUARD 28,CASAL DE GENT GRAN BARCELONETA,C BALUARD 28,2640#0801901042B#CASAL DE GENT GRAN BARCELONETA ; C BALUARD 28,
2641,0801901043U,8,c500,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,43,,U,A,Z,80190085,c500,CENTRE CÍVIC CONVENT SANT AGUSTÍ ; PL ACADEMIA (L') 1,CENTRE CÍVIC CONVENT SANT AGUSTÍ,PL ACADEMIA (L') 1,2641#0801901043U#CENTRE CÍVIC CONVENT SANT AGUSTÍ ; PL ACADEMIA (L') 1,
2642,0801901044U,8,c500,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,44,,U,A,Z,80190085,c500,CENTRE CÍVIC CONVENT SANT AGUSTÍ ; PL ACADEMIA (L') 1,CENTRE CÍVIC CONVENT SANT AGUSTÍ,PL ACADEMIA (L') 1,2642#0801901044U#CENTRE CÍVIC CONVENT SANT AGUSTÍ ; PL ACADEMIA (L') 1,
2643,0801901045U,8,c500,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,45,,U,A,Z,80190085,c500,CENTRE CÍVIC CONVENT SANT AGUSTÍ ; PL ACADEMIA (L') 1,CENTRE CÍVIC CONVENT SANT AGUSTÍ,PL ACADEMIA (L') 1,2643#0801901045U#CENTRE CÍVIC CONVENT SANT AGUSTÍ ; PL ACADEMIA (L') 1,
2644,0801901046U,8,c21,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,46,,U,A,Z,80190365,c21,AJUNTAMENT BARCELONA (SANT MIQUEL) ; PL SANT MIQUEL 4,AJUNTAMENT BARCELONA (SANT MIQUEL),PL SANT MIQUEL 4,2644#0801901046U#AJUNTAMENT BARCELONA (SANT MIQUEL) ; PL SANT MIQUEL 4,
2645,0801901047U,8,c354,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,47,,U,A,Z,80190315,c354,CEIP CERVANTES ; C SANT PERE MES BAIX 31,CEIP CERVANTES,C SANT PERE MES BAIX 31,2645#0801901047U#CEIP CERVANTES ; C SANT PERE MES BAIX 31,
2646,0801901048U,8,c354,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,48,,U,A,Z,80190315,c354,CEIP CERVANTES ; C SANT PERE MES BAIX 31,CEIP CERVANTES,C SANT PERE MES BAIX 31,2646#0801901048U#CEIP CERVANTES ; C SANT PERE MES BAIX 31,
2647,0801901049U,8,c354,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,49,,U,A,Z,80190315,c354,CEIP CERVANTES ; C SANT PERE MES BAIX 31,CEIP CERVANTES,C SANT PERE MES BAIX 31,2647#0801901049U#CEIP CERVANTES ; C SANT PERE MES BAIX 31,
2648,0801901050U,8,c354,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,50,,U,A,Z,80190315,c354,CEIP CERVANTES ; C SANT PERE MES BAIX 31,CEIP CERVANTES,C SANT PERE MES BAIX 31,2648#0801901050U#CEIP CERVANTES ; C SANT PERE MES BAIX 31,
2649,0801901051U,8,c299,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,51,,U,A,Z,80190097,c299,CASAL JOVES PALAU ALOS ; C SANT PERE MES BAIX 55,CASAL JOVES PALAU ALOS,C SANT PERE MES BAIX 55,2649#0801901051U#CASAL JOVES PALAU ALOS ; C SANT PERE MES BAIX 55,
2650,0801901052A,8,c299,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,52,,A,A,L,80190097,c299,CASAL JOVES PALAU ALOS ; C SANT PERE MES BAIX 55,CASAL JOVES PALAU ALOS,C SANT PERE MES BAIX 55,2650#0801901052A#CASAL JOVES PALAU ALOS ; C SANT PERE MES BAIX 55,
2651,0801901052B,8,c299,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,52,,B,M,Z,80190097,c299,CASAL JOVES PALAU ALOS ; C SANT PERE MES BAIX 55,CASAL JOVES PALAU ALOS,C SANT PERE MES BAIX 55,2651#0801901052B#CASAL JOVES PALAU ALOS ; C SANT PERE MES BAIX 55,
2652,0801901053U,8,c299,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,53,,U,A,Z,80190097,c299,CASAL JOVES PALAU ALOS ; C SANT PERE MES BAIX 55,CASAL JOVES PALAU ALOS,C SANT PERE MES BAIX 55,2652#0801901053U#CASAL JOVES PALAU ALOS ; C SANT PERE MES BAIX 55,
2653,0801901054U,8,c500,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,54,,U,A,Z,80190085,c500,CENTRE CÍVIC CONVENT SANT AGUSTÍ ; PL ACADEMIA (L') 1,CENTRE CÍVIC CONVENT SANT AGUSTÍ,PL ACADEMIA (L') 1,2653#0801901054U#CENTRE CÍVIC CONVENT SANT AGUSTÍ ; PL ACADEMIA (L') 1,
2654,0801901055U,8,c500,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,1,55,,U,A,Z,80190085,c500,CENTRE CÍVIC CONVENT SANT AGUSTÍ ; PL ACADEMIA (L') 1,CENTRE CÍVIC CONVENT SANT AGUSTÍ,PL ACADEMIA (L') 1,2654#0801901055U#CENTRE CÍVIC CONVENT SANT AGUSTÍ ; PL ACADEMIA (L') 1,
2655,0801903015A,8,c358,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,3,15,,A,A,L,80190312,c358,CEIP COLLASO I GIL ; C SANT PAU 101,CEIP COLLASO I GIL,C SANT PAU 101,2655#0801903015A#CEIP COLLASO I GIL ; C SANT PAU 101,
2656,0801903015B,8,c358,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,3,15,,B,M,Z,80190312,c358,CEIP COLLASO I GIL ; C SANT PAU 101,CEIP COLLASO I GIL,C SANT PAU 101,2656#0801903015B#CEIP COLLASO I GIL ; C SANT PAU 101,
2657,0801903016U,8,c358,BARCELONA,CIUTAT VELLA,BCNCIUTAT1G35,19,3,16,,U,A,Z,80190312,c358,CEIP COLLASO I GIL ; C SANT PAU 101,CEIP COLLASO I GIL,C SANT PAU 101,2657#0801903016U#CEIP COLLASO I GIL ; C SANT PAU 101,
2658,0801910006A,8,c1237,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,6,,A,A,L,80190103,c1237,ESCOLÀPIES SANT MARTÍ ; C ROGENT 126,ESCOLÀPIES SANT MARTÍ,C ROGENT 126,2658#0801910006A#ESCOLÀPIES SANT MARTÍ ; C ROGENT 126,
2659,0801910006B,8,c1237,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,6,,B,M,Z,80190103,c1237,ESCOLÀPIES SANT MARTÍ ; C ROGENT 126,ESCOLÀPIES SANT MARTÍ,C ROGENT 126,2659#0801910006B#ESCOLÀPIES SANT MARTÍ ; C ROGENT 126,
2660,0801910012A,8,c1332,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,12,,A,A,L,80190229,c1332,IES JUAN M. ZAFRA ; C ROGENT 51,IES JUAN M. ZAFRA,C ROGENT 51,2660#0801910012A#IES JUAN M. ZAFRA ; C ROGENT 51,
2661,0801910012B,8,c1332,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,12,,B,M,Z,80190229,c1332,IES JUAN M. ZAFRA ; C ROGENT 51,IES JUAN M. ZAFRA,C ROGENT 51,2661#0801910012B#IES JUAN M. ZAFRA ; C ROGENT 51,
2662,0801910013U,8,c1332,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,13,,U,A,Z,80190229,c1332,IES JUAN M. ZAFRA ; C ROGENT 51,IES JUAN M. ZAFRA,C ROGENT 51,2662#0801910013U#IES JUAN M. ZAFRA ; C ROGENT 51,
2663,0801910014U,8,c1333,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,14,,U,A,Z,80190255,c1333,IES JUAN MANUEL ZAFRA ; C PROVENÇA 590,IES JUAN MANUEL ZAFRA,C PROVENÇA 590,2663#0801910014U#IES JUAN MANUEL ZAFRA ; C PROVENÇA 590,
2664,0801910015A,8,c1333,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,15,,A,A,L,80190255,c1333,IES JUAN MANUEL ZAFRA ; C PROVENÇA 590,IES JUAN MANUEL ZAFRA,C PROVENÇA 590,2664#0801910015A#IES JUAN MANUEL ZAFRA ; C PROVENÇA 590,
2665,0801910015B,8,c1333,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,15,,B,M,Z,80190255,c1333,IES JUAN MANUEL ZAFRA ; C PROVENÇA 590,IES JUAN MANUEL ZAFRA,C PROVENÇA 590,2665#0801910015B#IES JUAN MANUEL ZAFRA ; C PROVENÇA 590,
2666,0801910016U,8,c1333,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,16,,U,A,Z,80190255,c1333,IES JUAN MANUEL ZAFRA ; C PROVENÇA 590,IES JUAN MANUEL ZAFRA,C PROVENÇA 590,2666#0801910016U#IES JUAN MANUEL ZAFRA ; C PROVENÇA 590,
2667,0801910017A,8,c1332,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,17,,A,A,L,80190229,c1332,IES JUAN M. ZAFRA ; C ROGENT 51,IES JUAN M. ZAFRA,C ROGENT 51,2667#0801910017A#IES JUAN M. ZAFRA ; C ROGENT 51,
2668,0801910017B,8,c1332,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,17,,B,M,Z,80190229,c1332,IES JUAN M. ZAFRA ; C ROGENT 51,IES JUAN M. ZAFRA,C ROGENT 51,2668#0801910017B#IES JUAN M. ZAFRA ; C ROGENT 51,
2669,0801910018U,8,c1332,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,18,,U,A,Z,80190229,c1332,IES JUAN M. ZAFRA ; C ROGENT 51,IES JUAN M. ZAFRA,C ROGENT 51,2669#0801910018U#IES JUAN M. ZAFRA ; C ROGENT 51,
2670,0801910019A,8,c366,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,19,,A,A,L,80190123,c366,CEIP DOVELLA ; C MALLORCA 593,CEIP DOVELLA,C MALLORCA 593,2670#0801910019A#CEIP DOVELLA ; C MALLORCA 593,
2671,0801910019B,8,c366,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,19,,B,M,Z,80190123,c366,CEIP DOVELLA ; C MALLORCA 593,CEIP DOVELLA,C MALLORCA 593,2671#0801910019B#CEIP DOVELLA ; C MALLORCA 593,
2672,0801910020U,8,c366,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,20,,U,A,Z,80190123,c366,CEIP DOVELLA ; C MALLORCA 593,CEIP DOVELLA,C MALLORCA 593,2672#0801910020U#CEIP DOVELLA ; C MALLORCA 593,
2673,0801910021U,8,c1237,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,21,,U,A,Z,80190103,c1237,ESCOLÀPIES SANT MARTÍ ; C ROGENT 126,ESCOLÀPIES SANT MARTÍ,C ROGENT 126,2673#0801910021U#ESCOLÀPIES SANT MARTÍ ; C ROGENT 126,
2674,0801910022U,8,c1237,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,22,,U,A,Z,80190103,c1237,ESCOLÀPIES SANT MARTÍ ; C ROGENT 126,ESCOLÀPIES SANT MARTÍ,C ROGENT 126,2674#0801910022U#ESCOLÀPIES SANT MARTÍ ; C ROGENT 126,
2675,0801910023U,8,c1237,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,23,,U,A,Z,80190103,c1237,ESCOLÀPIES SANT MARTÍ ; C ROGENT 126,ESCOLÀPIES SANT MARTÍ,C ROGENT 126,2675#0801910023U#ESCOLÀPIES SANT MARTÍ ; C ROGENT 126,
2676,0801910024U,8,c366,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,24,,U,A,Z,80190123,c366,CEIP DOVELLA ; C MALLORCA 593,CEIP DOVELLA,C MALLORCA 593,2676#0801910024U#CEIP DOVELLA ; C MALLORCA 593,
2677,0801910025U,8,c366,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,25,,U,A,Z,80190123,c366,CEIP DOVELLA ; C MALLORCA 593,CEIP DOVELLA,C MALLORCA 593,2677#0801910025U#CEIP DOVELLA ; C MALLORCA 593,
2678,0801910032U,8,c377,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,32,,U,A,Z,80190107,c377,CEIP ESCOLA CASAS ; C SANT JOAN DE MALTA 40,CEIP ESCOLA CASAS,C SANT JOAN DE MALTA 40,2678#0801910032U#CEIP ESCOLA CASAS ; C SANT JOAN DE MALTA 40,
2679,0801910033U,8,c377,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,33,,U,A,Z,80190107,c377,CEIP ESCOLA CASAS ; C SANT JOAN DE MALTA 40,CEIP ESCOLA CASAS,C SANT JOAN DE MALTA 40,2679#0801910033U#CEIP ESCOLA CASAS ; C SANT JOAN DE MALTA 40,
2680,0801910034A,8,c206,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,34,,A,A,L,80190295,c206,CASAL BAC DE RODA ; C BAC DE RODA 190,CASAL BAC DE RODA,C BAC DE RODA 190,2680#0801910034A#CASAL BAC DE RODA ; C BAC DE RODA 190,
2681,0801910034B,8,c206,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,34,,B,M,Z,80190295,c206,CASAL BAC DE RODA ; C BAC DE RODA 190,CASAL BAC DE RODA,C BAC DE RODA 190,2681#0801910034B#CASAL BAC DE RODA ; C BAC DE RODA 190,
2682,0801910035A,8,c377,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,35,,A,A,L,80190107,c377,CEIP ESCOLA CASAS ; C SANT JOAN DE MALTA 40,CEIP ESCOLA CASAS,C SANT JOAN DE MALTA 40,2682#0801910035A#CEIP ESCOLA CASAS ; C SANT JOAN DE MALTA 40,
2683,0801910035B,8,c377,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,35,,B,M,Z,80190107,c377,CEIP ESCOLA CASAS ; C SANT JOAN DE MALTA 40,CEIP ESCOLA CASAS,C SANT JOAN DE MALTA 40,2683#0801910035B#CEIP ESCOLA CASAS ; C SANT JOAN DE MALTA 40,
2684,0801910036U,8,c377,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,36,,U,A,Z,80190107,c377,CEIP ESCOLA CASAS ; C SANT JOAN DE MALTA 40,CEIP ESCOLA CASAS,C SANT JOAN DE MALTA 40,2684#0801910036U#CEIP ESCOLA CASAS ; C SANT JOAN DE MALTA 40,
2685,0801910037U,8,c377,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,37,,U,A,Z,80190107,c377,CEIP ESCOLA CASAS ; C SANT JOAN DE MALTA 40,CEIP ESCOLA CASAS,C SANT JOAN DE MALTA 40,2685#0801910037U#CEIP ESCOLA CASAS ; C SANT JOAN DE MALTA 40,
2686,0801910038U,8,c420,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,38,,U,A,Z,80190156,c420,CEIP LA FARIGOLA CLOT ; C HERNAN CORTES 8,CEIP LA FARIGOLA CLOT,C HERNAN CORTES 8,2686#0801910038U#CEIP LA FARIGOLA CLOT ; C HERNAN CORTES 8,
2687,0801910039U,8,c420,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,39,,U,A,Z,80190156,c420,CEIP LA FARIGOLA CLOT ; C HERNAN CORTES 8,CEIP LA FARIGOLA CLOT,C HERNAN CORTES 8,2687#0801910039U#CEIP LA FARIGOLA CLOT ; C HERNAN CORTES 8,
2688,0801910040A,8,c420,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,40,,A,A,L,80190156,c420,CEIP LA FARIGOLA CLOT ; C HERNAN CORTES 8,CEIP LA FARIGOLA CLOT,C HERNAN CORTES 8,2688#0801910040A#CEIP LA FARIGOLA CLOT ; C HERNAN CORTES 8,
2689,0801910040B,8,c420,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,40,,B,M,Z,80190156,c420,CEIP LA FARIGOLA CLOT ; C HERNAN CORTES 8,CEIP LA FARIGOLA CLOT,C HERNAN CORTES 8,2689#0801910040B#CEIP LA FARIGOLA CLOT ; C HERNAN CORTES 8,
2690,0801910041U,8,c420,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,41,,U,A,Z,80190156,c420,CEIP LA FARIGOLA CLOT ; C HERNAN CORTES 8,CEIP LA FARIGOLA CLOT,C HERNAN CORTES 8,2690#0801910041U#CEIP LA FARIGOLA CLOT ; C HERNAN CORTES 8,
2691,0801910042A,8,c1046,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,42,,A,A,L,80190370,c1046,ESCOLA LLACUNA POBLE NOU ; C PALLARS 207,ESCOLA LLACUNA POBLE NOU,C PALLARS 207,2691#0801910042A#ESCOLA LLACUNA POBLE NOU ; C PALLARS 207,
2692,0801910042B,8,c1046,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,42,,B,M,Z,80190370,c1046,ESCOLA LLACUNA POBLE NOU ; C PALLARS 207,ESCOLA LLACUNA POBLE NOU,C PALLARS 207,2692#0801910042B#ESCOLA LLACUNA POBLE NOU ; C PALLARS 207,
2693,0801910043U,8,c344,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,43,,U,A,Z,80190101,c344,CEIP BOGATELL ; C RAMON TURRO 74,CEIP BOGATELL,C RAMON TURRO 74,2693#0801910043U#CEIP BOGATELL ; C RAMON TURRO 74,
2694,0801910044U,8,c565,BARCELONA,SANT MARTÍ,BCNCIUTAT1G35,19,10,44,,U,A,Z,80190026,c565,CENTRE CIVIC EL PARC ; C BUENAVENTURA MUÑOZ 21,CENTRE CIVIC EL PARC,C BUENAVENTURA MUÑOZ 21,2694#0801910044U#CENTRE CIVIC EL PARC ; C BUENAVENTURA MUÑOZ 21,
